date,Tic,open,high ,low,close,volume 
4/26/2011,Fameli,48.51,49.68,48.51,49.08,1563369
4/27/2011,Fameli,48.89,49.5,47.23,48.46,8340234
4/30/2011,Fameli,46.68,46.96,46.52,47.48,1226664
5/1/2011,Fameli,45.58,46.51,45.58,45.59,7686266
5/2/2011,Fameli,47.42,47.42,47.42,46.16,720824
5/3/2011,Fameli,48,48,46.89,47.7,5207311
5/4/2011,Fameli,47.92,49.03,47.49,48.34,1723612
5/8/2011,Fameli,46.41,46.61,46.41,46.85,1790655
5/9/2011,Fameli,45.58,48.26,45.58,46.82,2142063
5/10/2011,Fameli,47.99,47.99,46.65,47.09,981052
5/11/2011,Fameli,46.96,47.27,46.62,46.96,918976
5/14/2011,Fameli,47.31,47.31,46.62,46.99,248669
5/15/2011,Fameli,46.65,46.65,45.58,46.4,1287537
5/16/2011,Fameli,46.39,46.39,45.07,46.2,746152
5/17/2011,Fameli,45.58,46.61,45.58,46.17,470413
5/18/2011,Fameli,46.79,47.3,46.72,46.51,950254
5/21/2011,Fameli,48.34,48.36,47.99,48.35,12013008
5/22/2011,Fameli,49.65,50.08,48.69,49.52,5778919
5/23/2011,Fameli,49.2,50.06,49.03,49.98,8681714
5/24/2011,Fameli,49.69,49.96,48.73,49.65,1054155
5/25/2011,Fameli,48.34,49.03,47.66,48.09,5343830
5/28/2011,Fameli,48.34,49.27,48,48.27,3435458
5/29/2011,Fameli,49.03,49.03,46.39,47.13,2239570
5/30/2011,Fameli,47.27,49.02,47.27,48.64,3936626
5/31/2011,Fameli,49.03,49.07,48.35,48.73,1289766
6/1/2011,Fameli,49.03,49.34,48.34,48.81,1708065
6/6/2011,Fameli,49.37,49.51,49.03,48.99,936287
6/7/2011,Fameli,49.34,49.47,48.68,48.98,1064543
6/8/2011,Fameli,48.34,50.94,48.34,50.56,3625504
6/11/2011,Fameli,52.57,52.57,51.61,52.55,16185777
6/12/2011,Fameli,52.13,53.1,51.44,52.5,2105785
6/13/2011,Fameli,53.17,54.58,53.17,54.33,5717218
6/14/2011,Fameli,53.51,53.51,52.3,53.63,1107212
6/15/2011,Fameli,52.83,54.02,52.47,53.1,2261378
6/18/2011,Fameli,54.37,55.22,54.37,54.96,3923868
6/19/2011,Fameli,55.92,55.92,54.89,55.2,1396174
6/20/2011,Fameli,55.27,55.58,53.79,54.12,2287623
6/21/2011,Fameli,53.86,54.16,53.86,54.06,1175057
6/22/2011,Fameli,54.55,54.82,53.86,54.15,3016350
6/25/2011,Fameli,54.2,54.4,53.86,54.21,2171624
6/26/2011,Fameli,54.2,54.2,52.04,52.32,4649576
6/27/2011,Fameli,51.79,51.79,50.23,50.89,1753799
6/28/2011,Fameli,50.77,52.48,50.77,51.42,3308823
6/29/2011,Fameli,52.23,53.16,51.73,52.62,6608723
7/5/2011,Fameli,56.79,56.79,55.19,56.03,20857371
7/6/2011,Fameli,57.32,57.4,55.93,56.64,5630384
7/9/2011,Fameli,57.58,58.37,56.39,57.37,7888603
7/10/2011,Fameli,57.57,57.57,55.75,56.34,2703109
7/11/2011,Fameli,55.72,56.18,54.76,55.7,2471877
7/12/2011,Fameli,54.87,54.87,53.48,53.94,2111735
7/13/2011,Fameli,53.37,53.97,52.83,53.4,4066587
7/16/2011,Fameli,53.58,55.51,53.58,54.56,1798659
7/18/2011,Fameli,55.72,55.94,54.66,55.06,1824654
7/19/2011,Fameli,55.12,55.72,55.12,55.38,1844817
7/20/2011,Fameli,55.78,56.79,55.78,56.41,2279847
7/23/2011,Fameli,57.44,57.87,56.96,57.38,3720528
7/24/2011,Fameli,57.89,58.73,57.87,58.23,8013475
7/25/2011,Fameli,57.99,58.09,56.17,57.18,5321048
7/26/2011,Fameli,57.34,57.88,56.8,57.46,1785761
7/27/2011,Fameli,58.95,58.95,57.02,58.02,2348967
7/30/2011,Fameli,58.51,58.51,56.43,57.38,1329120
7/31/2011,Fameli,57.02,57.45,56.01,56.68,2027438
8/1/2011,Fameli,57.24,57.88,56.6,56.94,3181226
8/2/2011,Fameli,56.92,57.5,56.6,56.94,1082461
8/3/2011,Fameli,56.87,56.91,56.16,56.57,2112706
8/6/2011,Fameli,54.31,54.67,54.31,54.33,7606515
8/7/2011,Fameli,54.23,54.66,53.58,53.94,2567702
8/8/2011,Fameli,53.18,53.53,52.41,52.76,3889034
8/9/2011,Fameli,50.7,51.65,50.66,50.72,7298352
8/10/2011,Fameli,52.08,52.72,51.55,52.37,3590103
8/13/2011,Fameli,52.62,52.62,51.55,52.35,1934084
8/14/2011,Fameli,52.51,52.51,51.44,52.12,1950080
8/15/2011,Fameli,51.98,52.84,51.85,52.17,2258731
8/16/2011,Fameli,51.98,52.22,50.91,51.54,1854830
8/17/2011,Fameli,51.33,51.44,50.92,51.22,1769943
8/20/2011,Fameli,50.91,50.91,49.19,50.44,1146994
8/21/2011,Fameli,49.36,50.68,49.36,50.33,974890
8/23/2011,Fameli,50.59,51.01,50.37,50.63,2884645
8/24/2011,Fameli,51.1,52.25,51.1,51.11,1336804
8/27/2011,Fameli,52.68,53,52.09,52.64,2985535
8/28/2011,Fameli,52.73,52.73,51.77,52.39,1231090
8/29/2011,Fameli,52.22,53.1,51.55,52.51,5045867
8/30/2011,Fameli,53.59,53.8,53.18,53.59,5854426
9/3/2011,Fameli,53.16,53.16,52.52,53.29,845422
9/4/2011,Fameli,53.04,53.56,52.62,53.25,1469651
9/5/2011,Fameli,53.42,53.42,52.37,52.73,2089734
9/6/2011,Fameli,52.73,52.95,52.41,52.62,4694264
9/7/2011,Fameli,53.3,54.72,52.66,54.18,7341759
9/10/2011,Fameli,54.64,54.66,53.91,54.33,5558406
9/11/2011,Fameli,54.54,56.49,54.45,55.66,13889111
9/12/2011,Fameli,56.17,56.22,54.57,55.33,4957852
9/13/2011,Fameli,55.09,55.52,54.56,54.78,3579135
9/14/2011,Fameli,55.08,55.08,54.34,54.55,3421824
9/17/2011,Fameli,54.85,54.85,53.92,54.54,54560813
9/18/2011,Fameli,54.55,55.69,54.55,55.31,4537704
9/19/2011,Fameli,54.87,54.87,54.02,54.34,3056724
9/20/2011,Fameli,53.61,53.61,52.6,53.06,2222671
9/21/2011,Fameli,53.05,53.25,52.73,53.07,1302482
9/25/2011,Fameli,50.95,50.95,50.95,52.68,416912
9/26/2011,Fameli,50.58,50.58,50.58,52.5,199668
9/27/2011,Fameli,50.41,52.4,50.41,51.12,11100179
9/28/2011,Fameli,51.99,52.11,51.33,51.8,2737786
10/1/2011,Fameli,50.58,50.9,50.47,51.12,1392681
10/2/2011,Fameli,50.8,50.8,50.37,50.93,894932
10/3/2011,Fameli,50.36,50.36,49.3,49.61,4093330
10/4/2011,Fameli,50.23,50.33,49.83,49.96,1512265
10/5/2011,Fameli,50.37,51.44,49.61,50.43,1429124
10/8/2011,Fameli,51.28,51.98,50.7,50.9,1359211
10/9/2011,Fameli,51.32,51.32,50.36,50.82,827339
10/10/2011,Fameli,51.1,51.1,49.84,50.52,1323458
10/11/2011,Fameli,50.9,51.26,50.59,50.73,1126461
10/12/2011,Fameli,50.36,50.36,49.72,50.44,823948
10/15/2011,Fameli,50.6,51.3,49.3,50.27,782855
10/16/2011,Fameli,49.98,49.98,48.27,48.55,2186870
10/17/2011,Fameli,48.22,49.29,47.26,48.18,1552630
10/18/2011,Fameli,48.22,48.65,47.79,48.14,1418760
10/19/2011,Fameli,48.32,48.32,47.68,48.05,1336718
10/22/2011,Fameli,48.38,48.38,47.17,48.02,706933
10/23/2011,Fameli,47.99,48.21,47.57,47.96,590414
10/24/2011,Fameli,48.55,48.75,47.9,48.02,783504
10/25/2011,Fameli,49.28,49.82,48.75,48.7,1369284
10/26/2011,Fameli,49.29,49.29,48.75,48.81,876736
10/29/2011,Fameli,50.76,50.76,50.09,50.4,3052269
10/30/2011,Fameli,50.36,50.36,49.66,50.25,863520
10/31/2011,Fameli,49.82,49.82,49.03,49.83,1049115
11/1/2011,Fameli,49.28,49.7,48.86,49.75,320999
11/2/2011,Fameli,49.5,49.61,49.13,49.41,1696843
11/5/2011,Fameli,49.14,49.14,48.21,49.08,788699
11/6/2011,Fameli,48.21,48.21,47.27,48.37,1078480
11/8/2011,Fameli,47.79,47.79,47.13,47.67,1346384
11/9/2011,Fameli,47.16,49.17,47.15,47.86,548785
11/12/2011,Fameli,48.54,48.75,48.22,47.98,405771
11/13/2011,Fameli,48.22,48.32,47.36,47.99,547145
11/14/2011,Fameli,48.22,48.43,47.68,48.01,459337
11/16/2011,Fameli,48.18,48.21,47.85,48.01,469640
11/19/2011,Fameli,48.11,48.42,47.57,47.98,717953
11/20/2011,Fameli,48.21,48.21,47.78,47.98,485462
11/21/2011,Fameli,48.11,48.11,47.62,47.88,969926
11/22/2011,Fameli,47.67,47.67,46.07,46.86,1737210
11/23/2011,Fameli,45.85,45.85,45,45.26,2583488
11/26/2011,Fameli,43.75,44.67,43.61,44.2,1882917
11/27/2011,Fameli,43.6,43.6,42.44,42.62,2555299
11/28/2011,Fameli,42.2,42.85,41.49,42.39,2048564
11/29/2011,Fameli,42.85,44.08,42.85,44.03,2796793
11/30/2011,Fameli,44.55,44.55,42.33,43.66,889443
12/3/2011,Fameli,44.77,45.4,44.36,44.28,1319183
12/4/2011,Fameli,45.63,46.04,45.63,45.47,1640461
12/7/2011,Fameli,47.14,47.28,47.09,47.24,3432983
12/10/2011,Fameli,48.96,49.12,47.29,48.23,1879421
12/11/2011,Fameli,47.57,47.58,46.31,47.5,1151708
12/12/2011,Fameli,46.07,47.89,45.66,47.25,954778
12/13/2011,Fameli,46.76,47.68,46.74,47.28,579190
12/14/2011,Fameli,47.14,47.14,45.87,47.08,607539
12/17/2011,Fameli,45.53,46.06,45.33,46.73,496501
12/18/2011,Fameli,45.58,46.6,45.33,46.52,794741
12/19/2011,Fameli,46.07,46.27,45.75,46.21,1412806
12/20/2011,Fameli,46.01,46.28,45.91,46.15,702664
12/21/2011,Fameli,46.06,47.98,45.94,46.38,2919601
12/24/2011,Fameli,46.68,47.61,46.49,46.58,1312965
12/25/2011,Fameli,47.23,47.46,46.44,46.62,850743
12/26/2011,Fameli,46.47,47.14,46.47,46.66,636360
12/27/2011,Fameli,46.86,47.13,46.28,46.68,583368
12/28/2011,Fameli,46.1,47.03,46.1,46.7,766855
12/31/2011,Fameli,46.92,47.36,46.82,46.78,887544
1/1/2012,Fameli,47.18,47.29,46.95,46.83,805256
1/2/2012,Fameli,47.14,47.89,47.01,46.98,1188587
1/3/2012,Fameli,48.21,48.85,48.21,47.49,1500510
1/4/2012,Fameli,49.39,49.39,48.85,49.38,5452306
1/7/2012,Fameli,50.56,51.35,50.09,50.18,3215873
1/8/2012,Fameli,50.35,50.99,49.83,50.32,1673109
1/9/2012,Fameli,51.09,52.33,51,52.28,6007351
1/10/2012,Fameli,53.57,53.97,52.52,52.88,3413493
1/11/2012,Fameli,53.35,53.67,52.39,52.94,2302003
1/15/2012,Fameli,54.13,55.05,54.13,54.86,6762254
1/16/2012,Fameli,55.43,55.71,54.32,54.97,2177763
1/17/2012,Fameli,55.07,55.61,53.37,54.4,3362477
1/18/2012,Fameli,53.57,55.17,53.47,54.45,3666759
1/21/2012,Fameli,54.98,55.29,54.42,54.56,2178768
1/23/2012,Fameli,54.78,55.06,53.77,54.28,2833058
1/25/2012,Fameli,53.9,54.31,53.07,53.81,3262627
1/28/2012,Fameli,55.29,55.45,54.57,54.24,2149596
1/29/2012,Fameli,55.03,55.03,54.22,54.31,1269948
1/30/2012,Fameli,54.53,54.53,53.15,53.98,2246715
1/31/2012,Fameli,53.47,54.12,53.07,53.68,2677751
2/1/2012,Fameli,53.31,53.58,52.51,53.61,910620
2/4/2012,Fameli,53.03,53.58,52.78,53.51,1293475
2/5/2012,Fameli,52.51,52.51,51.38,51.6,5026046
2/6/2012,Fameli,50.68,51.18,49.54,50.63,3549109
2/7/2012,Fameli,50.37,50.38,49.62,50.27,2483589
2/8/2012,Fameli,49.83,51.22,49.51,50.33,40951444
2/12/2012,Fameli,52.19,52.34,50.64,50.77,1809500
2/13/2012,Fameli,50.93,51.96,50.06,50.84,1810139
2/14/2012,Fameli,50.36,50.36,49.13,50.27,2119196
2/15/2012,Fameli,49.51,49.61,48.87,49.3,4676529
2/18/2012,Fameli,48.97,49.28,48.24,49.24,471328
2/21/2012,Fameli,48.46,49.6,48.22,48.65,2819535
2/22/2012,Fameli,48.43,48.43,47.29,48.33,1683024
2/25/2012,Fameli,47.79,47.79,46.99,47.88,2136317
2/26/2012,Fameli,47.02,47.78,46.77,47.67,2304036
2/27/2012,Fameli,47.68,49.14,47.68,47.96,1705975
2/28/2012,Fameli,48.8,49.88,48.8,48.6,1850961
2/29/2012,Fameli,50.54,50.54,49.41,50.14,4330162
3/3/2012,Fameli,50.58,51.31,50.14,50.2,1285349
3/4/2012,Fameli,50.31,50.74,49.54,50.21,1893560
3/5/2012,Fameli,50.04,50.04,48.86,49.92,1419736
3/6/2012,Fameli,49.16,49.16,48.82,49.5,2157740
3/7/2012,Fameli,49.18,51.11,49.08,49.87,4766530
3/10/2012,Fameli,50.15,50.68,50.13,50.24,3135156
3/11/2012,Fameli,50.36,50.84,49.29,50.21,3188468
3/12/2012,Fameli,50.21,50.24,49.29,50.12,18216129
3/13/2012,Fameli,49.29,50.25,49.29,50.05,1718364
3/14/2012,Fameli,50.23,51.86,50.23,50.56,2152850
3/17/2012,Fameli,51.01,51.97,51.01,51.18,5895174
3/18/2012,Fameli,51.43,52.07,51.33,51.44,59323544
3/24/2012,Fameli,52.14,53.5,52.05,52.75,3727038
3/25/2012,Fameli,54.7,54.73,52.64,53.1,2949475
3/26/2012,Fameli,53.58,53.58,52.09,53.03,984224
3/27/2012,Fameli,52.51,53.79,52.51,53.27,2465889
3/28/2012,Fameli,53.58,54.11,53.39,53.52,2713740
4/2/2012,Fameli,54.6,54.6,52.61,53.5,1444505
4/3/2012,Fameli,53.04,53.04,52.15,53.13,1856153
4/4/2012,Fameli,52.5,54.3,52.21,53.09,2565063
4/7/2012,Fameli,52.5,53.41,51.98,52.84,2552050
4/8/2012,Fameli,52.51,54.06,52.51,53.61,9263411
4/9/2012,Fameli,53.52,54.54,53.52,54.1,6450660
4/10/2012,Fameli,54.54,55.92,54.12,54.78,7399458
4/11/2012,Fameli,53.79,54.42,53.74,54.41,2873423
4/14/2012,Fameli,53.8,54.64,53.8,54.38,1865932
4/15/2012,Fameli,55.71,55.71,54.88,55.11,4679492
4/16/2012,Fameli,54.63,54.63,53.18,53.89,6238694
4/17/2012,Fameli,53.61,54.07,53.58,53.69,7264496
4/18/2012,Fameli,53.79,54.38,53.68,53.83,2788802
4/21/2012,Fameli,53.69,54.11,53.27,53.83,1545585
4/22/2012,Fameli,53.57,53.57,53.16,53.71,1361916
4/23/2012,Fameli,53.26,53.36,52.82,53.36,2748768
4/24/2012,Fameli,52.93,53.36,52.72,53.3,2065095
4/28/2012,Fameli,53.49,53.57,51.99,52.37,8388097
4/29/2012,Fameli,53,53,52.18,52.39,1581396
4/30/2012,Fameli,52.18,52.98,52.18,52.43,1230272
5/1/2012,Fameli,52.82,52.92,52.37,52.45,1887119
5/2/2012,Fameli,53.19,53.2,51.91,52.43,2304176
5/5/2012,Fameli,52.48,52.48,51.96,52.35,1542969
5/6/2012,Fameli,51.96,52.47,51.44,52.15,1976442
5/7/2012,Fameli,51.96,51.96,51.32,51.94,1705459
5/8/2012,Fameli,51.43,51.54,51.01,51.81,1333525
5/9/2012,Fameli,50.89,51.34,50.6,51.56,1910329
5/12/2012,Fameli,50.73,51.08,50.08,51.11,2029882
5/13/2012,Fameli,50.35,50.46,50.03,50.8,1751488
5/14/2012,Fameli,50.27,51.41,50.14,50.79,1737776
5/15/2012,Fameli,50.78,50.78,50.15,50.45,3461002
5/16/2012,Fameli,50.14,50.14,49.29,50.28,1173858
5/19/2012,Fameli,49.71,49.72,49.07,50.11,811033
5/20/2012,Fameli,48.86,49.5,48.75,49.99,632403
5/21/2012,Fameli,49.4,50.83,49.39,50.01,14858835
5/22/2012,Fameli,50.89,51.31,50.14,50.09,655241
5/23/2012,Fameli,50.36,51.21,50.36,50.3,1493454
5/26/2012,Fameli,50.72,50.72,49.5,50.24,540361
5/27/2012,Fameli,49.84,50.24,49.82,50.18,866695
5/28/2012,Fameli,49.97,50.13,48.99,49.97,1537716
5/29/2012,Fameli,49.12,49.81,49.08,49.91,552738
5/30/2012,Fameli,49.27,49.81,49.05,49.69,1541139
6/11/2012,Fameli,51.01,51.09,50.38,50.95,5305780
6/12/2012,Fameli,51.09,51.09,50.25,50.95,101837916
6/13/2012,Fameli,50.34,50.99,50.34,50.87,3158174
6/16/2012,Fameli,50.64,50.85,50.61,50.81,1390064
6/17/2012,Fameli,50.63,50.64,50.34,50.7,2241020
6/19/2012,Fameli,50.34,50.61,50.28,50.52,2603211
6/20/2012,Fameli,50.31,50.54,48.84,49.9,9868149
7/3/2012,Fameli,50.7,51.87,50.7,50.87,7469502
7/4/2012,Fameli,51.3,51.41,50.52,51.25,18479623
7/7/2012,Fameli,50.92,50.92,49.91,50.94,1742881
7/8/2012,Fameli,50.35,50.41,49.78,50.6,2702805
7/9/2012,Fameli,50.4,50.4,50.05,50.42,2603286
7/10/2012,Fameli,49.93,50.35,49.79,50.29,6799886
7/11/2012,Fameli,50.29,51.61,50.29,50.57,2581486
7/14/2012,Fameli,50.93,51.49,50.68,50.65,1324605
7/15/2012,Fameli,50.5,50.92,50.03,50.6,1151307
7/16/2012,Fameli,50.4,50.4,49.43,50.46,799082
7/17/2012,Fameli,50.16,50.39,48.98,50.04,6580706
7/18/2012,Fameli,49.71,50.4,49.28,50.05,2314371
7/21/2012,Fameli,50.04,50.04,49.23,50.03,308767
7/22/2012,Fameli,49.16,49.66,48.78,49.83,1271172
7/23/2012,Fameli,49.14,49.14,48.65,49.75,428364
7/24/2012,Fameli,49.01,49.01,48.57,49.66,443887
7/25/2012,Fameli,48.65,48.78,48.5,49.48,903040
7/28/2012,Fameli,48.97,48.97,47.5,49.16,1078481
7/29/2012,Fameli,47.88,47.88,47.19,48.8,951964
7/30/2012,Fameli,46.86,47.7,46.86,46.87,5750004
7/31/2012,Fameli,46.38,47.63,46.38,46.99,15964555
8/1/2012,Fameli,47.86,47.86,46.63,46.97,924864
8/4/2012,Fameli,46.95,46.95,45.09,46.51,1357955
8/5/2012,Fameli,44.66,44.74,44.66,45.32,3320254
8/6/2012,Fameli,43.96,45.1,43.96,45.19,808199
8/7/2012,Fameli,44.26,44.36,43.74,44.91,1187646
8/8/2012,Fameli,44.1,44.72,43.56,44.68,1300832
8/11/2012,Fameli,45.11,45.95,44.86,44.78,865559
8/12/2012,Fameli,45.37,46,45.06,44.95,1405050
8/13/2012,Fameli,45.37,45.88,44.99,45.87,56477305
8/14/2012,Fameli,45.35,46.61,45.12,45.83,809291
8/15/2012,Fameli,45.46,46.26,45.38,45.79,1356840
8/18/2012,Fameli,45.66,47.27,45.66,45.89,618880
8/21/2012,Fameli,47.27,47.72,47.27,46.01,354398
8/22/2012,Fameli,47.85,47.85,47.85,46.1,243188
8/25/2012,Fameli,47.94,47.94,47.94,46.15,157997
8/26/2012,Fameli,47.99,47.99,47.99,46.2,129537
8/27/2012,Fameli,48.04,48.04,48.04,47.94,4910581
9/2/2012,Fameli,49.15,49.42,48.28,48.36,2712872
9/3/2012,Fameli,49.04,50.29,48.73,49.1,2270733
9/4/2012,Fameli,50.68,51.06,50.45,49.74,1814585
9/5/2012,Fameli,51.72,51.72,50.68,51.67,55863051
9/8/2012,Fameli,52.82,53.73,52.19,53.33,7232115
9/9/2012,Fameli,53.57,53.58,51.47,52.78,2562405
9/10/2012,Fameli,52.92,54.89,52.78,53.93,4223174
9/11/2012,Fameli,55.99,56.09,55.09,56.02,59984232
9/15/2012,Fameli,58.25,58.25,57.43,58.23,21779178
9/16/2012,Fameli,58.25,58.37,57.46,58.04,61896720
9/17/2012,Fameli,59,60.36,58.26,60.03,10454767
9/18/2012,Fameli,60.64,62.14,59.63,60.38,6063030
9/19/2012,Fameli,59.25,60.38,58.62,59.67,3741022
9/22/2012,Fameli,59.25,62.05,59.25,61.26,10104032
9/23/2012,Fameli,63.28,63.28,60.14,61.61,6041007
9/24/2012,Fameli,60.64,61.78,60.63,61.45,4554001
9/25/2012,Fameli,61.17,62.88,61.17,62.18,5098154
9/26/2012,Fameli,62.89,64.66,62.89,64.56,14770494
9/29/2012,Fameli,67.06,67.13,65.84,67.11,15364969
9/30/2012,Fameli,69.79,69.79,65.56,68.59,23156876
10/1/2012,Fameli,68.58,68.58,65.85,66.18,6944086
10/2/2012,Fameli,65.55,67.92,63.79,65.58,13180494
10/3/2012,Fameli,68.2,68.2,66.97,68.17,30069105
10/6/2012,Fameli,68.08,68.48,66.01,66.95,9253221
10/7/2012,Fameli,66.82,69.21,66.82,68.19,14721824
10/8/2012,Fameli,69.59,70.58,68.73,69.68,15179922
10/9/2012,Fameli,70.57,70.57,68.83,69.5,6728531
10/10/2012,Fameli,68.85,69.09,68.13,68.52,9995023
10/13/2012,Fameli,68.08,68.08,65.81,66.48,7364864
10/14/2012,Fameli,64.55,69.13,64.55,68.06,6943434
10/15/2012,Fameli,69.12,70.77,69.08,70.47,10510038
10/16/2012,Fameli,70.35,73.28,70.32,72.9,15229226
10/17/2012,Fameli,73.12,75.81,73.12,75.11,11858133
10/20/2012,Fameli,78.11,78.11,78.11,76.96,3213869
11/6/2012,Fameli,80.95,81.82,79.29,80.4,48660270
11/7/2012,Fameli,83.62,83.62,83.24,83.6,28666299
11/10/2012,Fameli,84.47,85.71,80.43,83.18,26326804
11/11/2012,Fameli,81.94,82.42,80.57,81.57,14819370
11/12/2012,Fameli,80.69,81.89,79.55,81.54,168679427
11/13/2012,Fameli,81.57,82.96,81.19,82.19,11983829
11/14/2012,Fameli,82.96,83.21,81.96,82.23,150394401
11/17/2012,Fameli,83.2,83.2,80.45,81.87,2971537
11/18/2012,Fameli,81.07,81.33,80.43,80.84,8959353
11/19/2012,Fameli,80.65,80.65,77.68,78.39,5565105
11/20/2012,Fameli,76.91,80.06,76.79,78.87,6177946
11/21/2012,Fameli,78.8,80.06,78.55,78.95,2431669
11/26/2012,Fameli,78.38,82.1,78.38,81.6,8613587
11/27/2012,Fameli,82.58,83.2,81.83,82.38,7953395
11/28/2012,Fameli,81.96,82.45,80.69,81.86,13873000
12/1/2012,Fameli,82.7,84.47,82.37,83.61,9783075
12/2/2012,Fameli,84.47,86.95,84.47,86.66,24170813
12/3/2012,Fameli,86.37,88.01,84.79,86.65,6379179
12/4/2012,Fameli,87,87.95,86.75,87.54,27243565
12/5/2012,Fameli,87,90.4,86.88,89.22,68232195
12/8/2012,Fameli,90.78,92.79,90.45,91.88,38774821
12/9/2012,Fameli,91.79,92.53,90.02,91.57,172953665
12/10/2012,Fameli,91.41,93.94,90.84,91.63,20720801
12/11/2012,Fameli,92.68,93.18,91.16,91.87,5420231
12/12/2012,Fameli,91.92,91.92,88.52,90.21,8016723
12/15/2012,Fameli,89.23,91.38,89.23,89.92,24020290
12/16/2012,Fameli,89.78,92.05,89.57,90.61,18471858
12/17/2012,Fameli,92.05,94.23,91.73,94.15,23855065
12/18/2012,Fameli,94.94,96.45,92.7,94.72,8720991
12/19/2012,Fameli,94.54,98.5,92.93,97.07,12152299
12/22/2012,Fameli,95.84,98.36,94.52,95.35,39221798
12/23/2012,Fameli,97.08,99.15,97.08,98,109619416
12/24/2012,Fameli,101.88,101.91,100.89,101.9,38210537
12/25/2012,Fameli,104.03,104.03,97.82,101.47,16993094
12/26/2012,Fameli,101.51,105.51,100,103.91,22639032
12/29/2012,Fameli,103.78,103.78,100.5,102.06,10254977
12/30/2012,Fameli,100.63,100.89,97.99,98.68,9436213
12/31/2012,Fameli,99,102.63,99,101.53,9437978
1/1/2013,Fameli,102.79,103.35,100.77,101.41,6374680
1/2/2013,Fameli,100.89,100.89,98.26,99.13,5471940
1/6/2013,Fameli,99.62,99.62,95.57,96.63,6391781
1/7/2013,Fameli,95.85,98.24,95.17,97.4,6439556
1/8/2013,Fameli,98.64,100,98.06,98.54,3965868
1/9/2013,Fameli,98.26,99.01,96.93,97.57,5114267
1/13/2013,Fameli,97.13,99.51,97.13,98.54,14385670
1/14/2013,Fameli,98.26,100.89,97.66,99.06,22404300
1/15/2013,Fameli,99.51,100.87,97.3,99.05,22364749
1/16/2013,Fameli,97.98,98.62,95.92,97.12,11305503
1/19/2013,Fameli,93.24,93.96,93.24,93.24,22448784
1/20/2013,Fameli,90.21,91.55,89.92,90.77,11317741
1/21/2013,Fameli,91.31,91.31,87.17,88.47,5535848
1/22/2013,Fameli,86.01,87.02,84.94,85.1,8633375
1/23/2013,Fameli,87.09,88.5,87.09,88.48,18467068
1/26/2013,Fameli,91.74,91.74,88.28,89.41,4482410
1/27/2013,Fameli,88.26,88.26,85.84,86.38,44953115
1/28/2013,Fameli,84.49,88.27,84.49,86.58,3660333
1/30/2013,Fameli,88.26,88.26,85.63,86.61,2272373
2/2/2013,Fameli,89.27,90.07,89.02,89.96,7357482
2/3/2013,Fameli,90.16,92.04,88.89,89.95,1736261
2/4/2013,Fameli,88.39,88.89,86.78,88.34,3057408
2/5/2013,Fameli,86.78,90,86.75,88.34,51691076
2/6/2013,Fameli,87.71,90.79,87.71,89.84,52634750
2/9/2013,Fameli,90.53,90.53,88.15,89.03,3251125
2/11/2013,Fameli,89.54,89.54,87.9,88.93,3552519
2/12/2013,Fameli,89.54,91.17,88.9,89.39,52901669
2/13/2013,Fameli,88.9,89.28,88.27,88.99,3219675
2/16/2013,Fameli,88.48,88.99,87.64,88.9,57271904
2/17/2013,Fameli,87.64,88.23,87.01,87.6,4653810
2/18/2013,Fameli,87.26,88.16,86.13,87.39,3444324
2/20/2013,Fameli,83.22,83.85,80.71,82.88,1892957
2/23/2013,Fameli,81.59,81.59,79.57,79.62,22271374
2/24/2013,Fameli,77.83,79.44,77.83,78.69,8115413
2/25/2013,Fameli,77.07,78.18,77.07,78.22,2150533
2/26/2013,Fameli,78.25,81.35,78.25,79.25,2004961
2/27/2013,Fameli,81.36,82.02,80.12,80.16,2431293
3/2/2013,Fameli,80.46,80.46,76.95,77.13,6987436
3/3/2013,Fameli,76.93,77.56,76.67,77.11,56634875
3/4/2013,Fameli,77.31,78.18,75.07,76.37,6916633
3/5/2013,Fameli,75.06,75.81,74.4,75.74,4134989
3/6/2013,Fameli,75.66,76.91,74.05,75.08,5361903
3/9/2013,Fameli,75.15,75.15,72.08,72.86,15575088
3/10/2013,Fameli,71.75,75.74,71.75,74.34,10915762
3/11/2013,Fameli,74.4,74.52,72.02,72.83,10047341
3/12/2013,Fameli,73.14,73.76,71.87,73.19,16551131
3/13/2013,Fameli,74.39,75.67,74.01,74.64,9111579
3/16/2013,Fameli,75.89,75.89,72.77,74.33,1659191
3/17/2013,Fameli,72.74,72.74,71.72,72.1,6128811
3/18/2013,Fameli,73.5,74.97,72.37,73.46,4878392
3/25/2013,Fameli,76.4,76.4,76.4,73.99,930366
3/26/2013,Fameli,76.94,76.94,76.94,76.02,3590235
3/27/2013,Fameli,79.06,79.06,77.03,78.22,5479364
3/30/2013,Fameli,78.22,78.24,77.16,78.13,1329049
3/31/2013,Fameli,78.3,79.37,77.56,78.13,1085601
4/3/2013,Fameli,78.17,78.17,76.56,77.85,1575769
4/6/2013,Fameli,77.03,77.03,75.28,77.15,1615087
4/7/2013,Fameli,75.62,75.66,74.39,76.17,2251863
4/8/2013,Fameli,75.62,75.62,73.77,74.4,4774853
4/9/2013,Fameli,75.28,75.41,73.96,74.46,5082806
4/10/2013,Fameli,74.75,74.75,72.83,73.71,3770568
4/13/2013,Fameli,71.9,72.49,70.77,70.91,6359956
