date,Tic,open,high ,low,close,volume 
4/19/2009,Fameli,9.09,9.09,9.09,9.09,24061
4/20/2009,Fameli,9.36,9.36,9.36,9.36,1000
4/22/2009,Fameli,9.64,9.64,9.64,9.64,103138
4/25/2009,Fameli,9.93,9.93,9.93,9.93,284469
4/26/2009,Fameli,10.22,10.22,10.22,9.96,297107
4/27/2009,Fameli,10.26,10.26,10.26,10.26,18642
4/28/2009,Fameli,10.57,10.57,10.57,10.57,191716
4/29/2009,Fameli,10.88,10.88,10.25,10.66,4193258
5/2/2009,Fameli,10.53,10.75,10.35,10.62,422402
5/3/2009,Fameli,10.3,10.7,10.3,10.38,2345855
5/4/2009,Fameli,10.52,10.59,10.35,10.39,291699
5/5/2009,Fameli,10.69,10.7,10.61,10.48,659343
5/6/2009,Fameli,10.79,10.79,10.79,10.55,574689
5/9/2009,Fameli,10.87,10.87,10.87,10.57,93986
5/10/2009,Fameli,10.88,10.88,10.88,10.58,66577
5/11/2009,Fameli,10.89,10.89,10.89,10.59,117126
5/12/2009,Fameli,10.91,10.91,10.5,10.78,1426674
5/13/2009,Fameli,10.63,10.85,10.48,10.77,257104
5/16/2009,Fameli,10.55,10.55,10.45,10.55,1638522
5/17/2009,Fameli,10.4,10.55,10.4,10.55,173282
5/18/2009,Fameli,10.5,10.65,10.48,10.55,328766
5/19/2009,Fameli,10.63,10.63,10.48,10.55,283309
5/20/2009,Fameli,10.55,10.86,10.55,10.58,297614
5/24/2009,Fameli,10.86,10.86,10.41,10.66,623129
5/25/2009,Fameli,10.67,10.98,10.66,10.7,429127
5/26/2009,Fameli,11.02,11.02,10.5,10.7,101825
5/27/2009,Fameli,10.75,11.02,10.75,10.78,545587
5/30/2009,Fameli,11.1,11.1,11.1,10.78,27608
5/31/2009,Fameli,11.1,11.1,11.1,10.79,41962
6/1/2009,Fameli,11.11,11.11,11.11,10.8,76429
6/2/2009,Fameli,11.12,11.12,11.12,10.8,33422
6/3/2009,Fameli,11.13,11.13,11.13,10.81,57932
6/6/2009,Fameli,11.13,11.13,11.13,10.81,6622
6/7/2009,Fameli,11.13,11.13,11.13,10.82,66876
6/8/2009,Fameli,11.14,11.14,11.14,10.82,4702
6/9/2009,Fameli,11.14,11.14,11.14,11.14,254
6/10/2009,Fameli,11.47,11.47,11.47,11.47,39302
6/13/2009,Fameli,11.82,11.82,11.82,11.82,86560
6/14/2009,Fameli,12.17,12.17,12.17,12.17,3573223
6/15/2009,Fameli,11.88,12.38,11.8,12.08,679851
6/16/2009,Fameli,11.72,12.1,11.72,12.05,265957
6/17/2009,Fameli,12.33,12.41,12.33,12.22,1066457
6/20/2009,Fameli,12.57,12.58,12.5,12.3,519900
6/21/2009,Fameli,12.67,12.67,12.5,12.62,2043606
6/22/2009,Fameli,12.95,13,12.66,12.75,877570
6/23/2009,Fameli,13.07,13.12,12.87,12.83,801760
6/24/2009,Fameli,13.1,13.21,13.05,12.86,228668
7/1/2009,Fameli,13.9,14.5,13.9,14.15,3758974
7/4/2009,Fameli,13.95,13.95,13.73,14.07,494131
7/15/2009,Fameli,13.7,13.7,13.24,13.39,1962932
7/18/2009,Fameli,13.75,13.79,13.39,13.57,1150654
7/19/2009,Fameli,13.98,13.98,13.7,13.87,1733927
7/26/2009,Fameli,14.28,14.28,14.28,13.89,165585
7/27/2009,Fameli,14.31,14.31,14.31,13.93,232414
7/28/2009,Fameli,14.35,14.35,14.35,13.95,67965
7/29/2009,Fameli,14.36,14.36,14.36,13.96,69632
8/1/2009,Fameli,14.37,14.37,14.37,14.22,1460269
8/2/2009,Fameli,14.64,14.64,14.64,14.23,43521
8/3/2009,Fameli,14.65,14.65,14.65,14.23,14810
8/4/2009,Fameli,14.66,14.66,14.66,14.24,66888
8/5/2009,Fameli,14.67,14.67,14.67,14.24,23001
8/8/2009,Fameli,14.67,14.67,14.67,14.25,10772
8/9/2009,Fameli,14.67,14.67,14.67,14.26,40299
8/10/2009,Fameli,14.68,14.68,14.68,14.26,48353
8/11/2009,Fameli,14.69,14.69,14.69,14.28,60432
8/12/2009,Fameli,14.7,14.7,14.7,14.28,15281
8/15/2009,Fameli,14.71,14.71,14.71,14.28,8000
8/16/2009,Fameli,14.71,14.71,14.71,14.71,65066
8/17/2009,Fameli,15.15,15.15,15.15,15.15,100
8/18/2009,Fameli,15.6,15.6,15.6,15.6,89283
8/19/2009,Fameli,16.07,16.07,16.07,16.07,5104
8/22/2009,Fameli,16.55,16.55,16.55,16.55,13115
8/23/2009,Fameli,17.04,17.04,17.04,16.56,57003
8/29/2009,Fameli,19.52,20.98,19.23,20.23,14491107
8/30/2009,Fameli,20.84,20.84,19.64,20.35,6303794
8/31/2009,Fameli,20,20.69,20,20.41,1760758
9/1/2009,Fameli,20.69,20.69,20.02,20.39,482460
9/2/2009,Fameli,20.37,20.4,19.78,20.26,831809
9/5/2009,Fameli,19.79,20.29,19.66,20.1,694250
9/6/2009,Fameli,19.5,19.5,19.5,20.01,332422
9/7/2009,Fameli,19.41,20.11,19.41,19.82,966590
9/8/2009,Fameli,19.82,20.41,19.82,20.16,1514563
9/9/2009,Fameli,20.65,20.76,20.28,20.5,1416735
9/13/2009,Fameli,20.11,20.25,19.88,20.43,310299
9/14/2009,Fameli,19.82,19.82,19.82,20.23,748307
9/15/2009,Fameli,19.63,20.1,19.63,20.03,801538
9/16/2009,Fameli,19.63,20.03,19.43,19.96,473464
9/19/2009,Fameli,19.43,19.96,19.37,19.92,448067
9/21/2009,Fameli,19.81,20.4,19.81,20.06,1098494
9/22/2009,Fameli,20.25,20.4,19.97,20.13,589919
9/23/2009,Fameli,20.4,20.73,19.97,20.53,1971801
9/26/2009,Fameli,20.66,20.69,19.96,20.51,851031
9/27/2009,Fameli,20.4,20.54,20.27,20.45,1174220
9/28/2009,Fameli,20.4,20.44,19.85,20.41,556998
9/29/2009,Fameli,19.91,20.16,19.82,20.37,206927
9/30/2009,Fameli,19.91,20.39,19.91,20.35,348966
10/3/2009,Fameli,20.39,20.66,20.39,20.4,800128
10/4/2009,Fameli,20.34,20.4,20.19,20.36,430870
10/5/2009,Fameli,20.11,20.4,20.11,20.35,273598
10/6/2009,Fameli,20.19,20.25,19.75,20.3,299328
10/7/2009,Fameli,20.17,20.37,19.84,20.29,392978
10/10/2009,Fameli,20.4,20.77,20.4,20.41,834503
10/11/2009,Fameli,20.83,20.83,20.39,20.42,475038
10/12/2009,Fameli,20.66,20.69,20.4,20.48,768360
10/13/2009,Fameli,20.4,21.09,20.4,20.78,1890712
10/17/2009,Fameli,20.69,21.41,20.69,21.3,2089094
10/18/2009,Fameli,21.85,21.85,20.98,21.32,543397
11/4/2009,Fameli,22.47,22.73,22.17,22.49,6125693
11/7/2009,Fameli,22.49,22.49,21.7,22.25,916644
11/8/2009,Fameli,21.85,21.85,21.47,21.85,1167757
11/9/2009,Fameli,21.13,21.27,21.09,21.52,1099365
11/10/2009,Fameli,20.86,20.98,20.81,21.37,509209
11/11/2009,Fameli,20.83,21.12,20.75,21.24,586758
11/14/2009,Fameli,21.12,21.5,20.93,21.24,530384
11/15/2009,Fameli,20.98,20.98,20.6,21.19,212181
11/16/2009,Fameli,20.95,21.12,20.7,21.1,532511
11/17/2009,Fameli,21.09,21.12,20.92,21.09,386575
11/18/2009,Fameli,20.95,21.82,20.84,21.29,1226885
11/21/2009,Fameli,21.85,21.88,21.56,21.6,1306526
11/22/2009,Fameli,21.85,22.11,21.68,21.77,1520887
11/23/2009,Fameli,21.77,22,21.77,21.79,564155
11/24/2009,Fameli,21.85,21.97,21.83,21.83,1296264
11/25/2009,Fameli,21.85,21.92,21.62,21.83,462173
11/29/2009,Fameli,21.07,21.84,21.07,21.76,274962
11/30/2009,Fameli,21,21,21,21.62,445903
12/1/2009,Fameli,20.87,21.22,20.87,21.55,242497
12/2/2009,Fameli,21.27,21.73,21.27,21.56,718328
12/5/2009,Fameli,21.56,21.85,21.56,21.61,574660
12/7/2009,Fameli,21.61,21.85,21.56,21.69,950677
12/8/2009,Fameli,21.71,21.71,21.27,21.68,86638
12/9/2009,Fameli,21.25,21.56,20.99,21.62,320456
12/12/2009,Fameli,20.89,21.12,20.86,21.39,714943
12/13/2009,Fameli,20.69,20.94,20.64,21.32,231863
12/14/2009,Fameli,20.92,20.98,20.89,21.26,311759
12/15/2009,Fameli,20.83,20.89,20.66,21.18,386245
12/16/2009,Fameli,20.44,20.45,20.44,21.07,344137
12/19/2009,Fameli,20.34,20.43,20.34,21,246745
12/20/2009,Fameli,20.69,21.1,20.55,20.99,105247
12/21/2009,Fameli,20.68,20.69,20.49,20.97,127332
12/22/2009,Fameli,20.69,20.98,20.4,20.91,409300
12/23/2009,Fameli,20.31,21.64,20.31,20.92,134689
12/28/2009,Fameli,21.33,21.65,21.27,21.12,679164
12/29/2009,Fameli,21.56,21.56,21.27,21.13,175062
12/30/2009,Fameli,21.41,21.56,21.27,21.25,775408
1/2/2010,Fameli,21.5,22,21.5,21.57,1241135
1/3/2010,Fameli,21.7,21.97,21.56,21.6,322026
1/4/2010,Fameli,21.7,21.85,21.51,21.64,599807
1/5/2010,Fameli,21.36,21.85,21.27,21.64,145528
1/6/2010,Fameli,21.56,21.94,21.56,21.71,1014419
1/9/2010,Fameli,21.85,22.47,21.73,22.08,1548474
1/10/2010,Fameli,22.86,22.86,21.91,22.64,2257819
1/11/2010,Fameli,22.3,22.5,22.3,22.56,891167
1/12/2010,Fameli,22.58,22.58,21.85,22.5,233821
1/13/2010,Fameli,22.14,22.14,21.72,22.43,227737
1/16/2010,Fameli,21.79,21.8,21.65,22.24,592505
1/17/2010,Fameli,21.65,21.85,21.56,22.14,433910
1/18/2010,Fameli,21.56,21.85,21.56,22.06,409335
1/19/2010,Fameli,21.74,22.2,21.71,22.01,718441
1/20/2010,Fameli,22,22.15,21.73,22.01,656482
1/23/2010,Fameli,22.32,22.58,21.85,22.11,1167662
1/24/2010,Fameli,22.14,22.14,21.73,22.09,369998
1/25/2010,Fameli,21.73,21.73,21.47,22,441181
1/26/2010,Fameli,21.64,21.65,21.36,21.95,201424
1/27/2010,Fameli,21.45,21.53,21.19,21.87,273413
1/30/2010,Fameli,21.11,21.11,21.11,21.44,1299026
1/31/2010,Fameli,20.78,20.98,20.71,21.3,513220
2/1/2010,Fameli,20.69,20.96,20.58,21.22,334438
2/2/2010,Fameli,20.96,20.96,20.69,21.17,235274
2/3/2010,Fameli,20.84,21.17,20.84,21.14,454762
2/6/2010,Fameli,20.4,20.95,20.4,21,637923
2/7/2010,Fameli,20.58,20.68,20.4,20.96,198547
2/8/2010,Fameli,20.54,20.54,20.4,20.9,251184
2/9/2010,Fameli,20.68,20.68,20.55,20.89,117554
2/10/2010,Fameli,20.65,20.75,20.62,20.87,167331
2/14/2010,Fameli,20.74,21.27,20.74,20.87,46362
2/16/2010,Fameli,21.26,21.6,21.24,20.99,428081
2/17/2010,Fameli,21.59,21.59,20.99,21.02,3309697
2/21/2010,Fameli,21.54,21.7,21.43,21.55,297852
2/22/2010,Fameli,21.56,22.14,21.56,21.62,624122
2/23/2010,Fameli,21.71,21.73,21.41,21.62,333771
2/24/2010,Fameli,21.85,21.85,21.66,21.65,591971
2/27/2010,Fameli,21.76,21.76,21.65,21.65,202954
2/28/2010,Fameli,22.14,22.41,22.14,22.38,4148544
3/1/2010,Fameli,22.87,22.87,22.14,22.45,3052211
3/2/2010,Fameli,22.28,22.37,22,22.42,305639
3/3/2010,Fameli,22.02,22.41,22,22.15,2399549
3/6/2010,Fameli,22.3,22.3,22,22.14,662528
3/7/2010,Fameli,22,22,21.71,22.1,338177
3/8/2010,Fameli,21.91,22.14,21.85,22.05,587534
3/9/2010,Fameli,22.13,22.14,21.98,22.05,501920
3/10/2010,Fameli,21.79,22.1,21.79,22.04,302750
3/13/2010,Fameli,21.85,22.14,21.84,22.04,387534
3/14/2010,Fameli,21.95,22.1,21.82,22.02,320740
3/15/2010,Fameli,22.05,22.05,21.74,21.98,380326
3/16/2010,Fameli,21.79,21.85,21.75,21.96,368304
3/17/2010,Fameli,21.85,22.14,21.77,21.95,404775
3/27/2010,Fameli,22.17,22.71,22.17,22.04,340187
3/28/2010,Fameli,22.71,22.8,22.71,22.15,356714
3/29/2010,Fameli,22.78,22.93,22.23,22.19,406116
3/30/2010,Fameli,22.52,22.97,22.51,22.3,453901
3/31/2010,Fameli,22.95,23.08,22.95,22.37,231236
4/3/2010,Fameli,23.16,23.16,23.16,22.4,90648
4/4/2010,Fameli,23.19,23.19,22.32,23.01,2011954
4/5/2010,Fameli,23.13,23.78,23.02,23.06,459055
4/6/2010,Fameli,23.02,23.55,23.02,23.13,583606
4/7/2010,Fameli,23.32,23.94,23.32,23.77,1935165
4/10/2010,Fameli,24.56,24.56,23.6,23.79,265119
4/11/2010,Fameli,23.83,23.83,23.01,23.75,874037
4/12/2010,Fameli,23.83,24.18,23.46,23.76,508676
4/13/2010,Fameli,23.89,23.89,23.28,23.72,278336
4/14/2010,Fameli,23.39,23.89,23.02,23.65,863481
4/17/2010,Fameli,23.3,23.66,22.83,23.58,294950
4/18/2010,Fameli,22.76,23.65,22.76,23.49,567430
4/19/2010,Fameli,23.57,23.57,23.11,23.47,209146
4/20/2010,Fameli,23.3,23.45,23.04,23.45,304054
4/21/2010,Fameli,23.22,23.45,23.01,23.42,374791
4/24/2010,Fameli,23.3,23.3,22.72,23.39,141749
4/25/2010,Fameli,22.72,23.27,22.61,23.34,186301
4/26/2010,Fameli,23.29,23.29,22.84,23.33,120602
4/27/2010,Fameli,23.25,23.25,22.51,23.09,810740
4/28/2010,Fameli,22.87,22.87,22.28,22.97,538195
5/1/2010,Fameli,22.17,23.01,22.17,22.87,644091
5/2/2010,Fameli,22.18,22.72,22.07,22.77,333516
5/3/2010,Fameli,22.17,22.24,21.97,22.6,536537
5/4/2010,Fameli,22.08,22.72,22.08,22.6,158602
5/5/2010,Fameli,21.85,21.85,21.81,22.5,279221
5/8/2010,Fameli,21.71,22.43,21.71,22.3,632609
5/9/2010,Fameli,21.56,23.01,21.56,22.32,530553
5/10/2010,Fameli,22.58,23.1,22.58,22.36,203492
5/11/2010,Fameli,23.14,23.14,22.46,22.41,167601
5/12/2010,Fameli,23.18,23.18,22.58,22.43,73678
5/15/2010,Fameli,22.72,22.87,21.66,22.43,77420
5/16/2010,Fameli,22.14,22.14,21.71,22.42,30387
5/18/2010,Fameli,21.64,21.85,21.64,21.81,1820656
5/19/2010,Fameli,21.84,22.57,21.35,21.83,457238
5/25/2010,Fameli,22.72,22.72,21.93,22.49,1668799
5/26/2010,Fameli,21.7,21.7,21.7,22.35,407924
5/29/2010,Fameli,21.58,23.13,21.58,22.34,166691
5/30/2010,Fameli,21.85,22.13,21.56,22.17,514179
5/31/2010,Fameli,21.56,22.13,21.56,22.16,165075
6/1/2010,Fameli,21.62,22.54,21.43,21.94,1181548
6/2/2010,Fameli,21.7,22.4,21.7,22.37,11333383
6/6/2010,Fameli,22.13,22.13,21.59,22.12,25422382
6/7/2010,Fameli,21.45,21.63,21.35,22.05,200620
6/8/2010,Fameli,21.39,21.39,21.28,22.01,119880
6/9/2010,Fameli,21.27,21.27,21.25,21.94,226375
6/12/2010,Fameli,21.18,21.27,21.18,21.89,166742
6/13/2010,Fameli,21.27,21.62,21.27,21.87,161876
6/14/2010,Fameli,21.78,21.79,21.56,21.73,1298852
6/15/2010,Fameli,21.64,21.64,21.34,21.68,768866
6/16/2010,Fameli,21.61,21.78,21.61,21.68,9403580
6/19/2010,Fameli,21.79,22.39,21.68,21.71,269964
6/20/2010,Fameli,22.37,22.4,21.56,22.21,13319158
6/23/2010,Fameli,22.22,22.72,22.22,22.41,2305940
7/3/2010,Fameli,22.85,23.12,22.85,23.07,871377
7/4/2010,Fameli,23.43,23.43,22.78,23.05,1611389
7/5/2010,Fameli,22.99,23.09,22.5,23,434803
7/6/2010,Fameli,22.51,22.94,22.26,22.27,5720692
7/7/2010,Fameli,22.21,22.64,22.21,22.3,278661
7/11/2010,Fameli,22.65,23.19,22.65,22.59,818147
7/12/2010,Fameli,23.48,23.48,22.6,22.7,716046
7/13/2010,Fameli,22.84,23.12,22.84,22.71,80473
7/14/2010,Fameli,22.95,23.47,22.88,22.84,460892
7/17/2010,Fameli,23.35,23.47,22.95,22.89,271430
7/18/2010,Fameli,23.3,23.47,22.95,22.92,325475
7/19/2010,Fameli,23.26,23.26,23.06,22.94,137722
7/20/2010,Fameli,23.13,23.24,23.06,23.05,1018688
7/21/2010,Fameli,23.37,23.39,23.19,23.29,2289926
7/24/2010,Fameli,23.47,24.16,23.47,23.74,2950757
7/25/2010,Fameli,23.99,24.47,23.82,23.97,4080106
7/26/2010,Fameli,24.4,24.68,24.34,24.66,5758537
7/28/2010,Fameli,24.2,24.68,24.2,24.58,1325318
7/31/2010,Fameli,24.71,25.54,24.71,24.65,334763
8/1/2010,Fameli,24.85,25.45,24.85,24.86,809298
8/2/2010,Fameli,25.47,25.78,25.47,25.3,1347372
8/3/2010,Fameli,25.78,26.02,25.75,25.38,292969
8/4/2010,Fameli,25.88,25.88,25.38,25.4,209944
8/7/2010,Fameli,25.58,25.88,25.58,25.46,387150
8/8/2010,Fameli,25.71,25.71,25.54,25.48,269774
8/9/2010,Fameli,25.71,25.71,25.41,25.5,554954
8/10/2010,Fameli,25.48,25.61,25.48,25.51,307198
8/11/2010,Fameli,25.54,25.54,25.37,25.49,684678
8/14/2010,Fameli,25.19,25.2,25.08,25.45,291945
8/15/2010,Fameli,25.08,25.08,24.51,25.36,279897
8/16/2010,Fameli,24.68,24.92,24.51,25.11,834848
8/17/2010,Fameli,25.34,25.54,24.97,25.16,700089
8/18/2010,Fameli,25.5,25.5,25.02,25.17,210173
8/21/2010,Fameli,25.06,25.12,24.86,25.15,237309
8/22/2010,Fameli,25.02,25.02,24.85,25.12,202515
8/23/2010,Fameli,24.85,25.46,24.78,25.14,2877656
8/24/2010,Fameli,24.86,25.18,24.86,25.14,142191
8/25/2010,Fameli,25.03,25.44,25.02,25.15,5162424
8/28/2010,Fameli,25.12,25.37,24.86,25.19,2484578
8/29/2010,Fameli,25.37,25.58,25.2,25.32,3048215
8/30/2010,Fameli,25.32,25.88,25.27,25.27,22534308
8/31/2010,Fameli,25.71,25.78,25.54,25.34,422646
9/4/2010,Fameli,26.35,26.35,26.35,26.35,8858955
9/5/2010,Fameli,27.41,27.41,27.27,27.4,6739309
9/6/2010,Fameli,27.39,27.6,26.94,27.34,862938
9/7/2010,Fameli,27.09,27.09,26.26,27.2,365459
9/8/2010,Fameli,26.81,26.92,26.14,26.91,899059
9/12/2010,Fameli,26.58,27.61,26.23,27.27,3979653
9/13/2010,Fameli,26.92,27.27,26.66,27.24,278188
9/14/2010,Fameli,27.23,27.23,26.8,27.19,643388
9/15/2010,Fameli,27.25,27.36,27.01,27.21,1158565
9/18/2010,Fameli,28.13,28.13,27.61,27.69,2315381
9/19/2010,Fameli,27.68,27.96,27.17,27.68,322890
9/20/2010,Fameli,27.7,27.7,27.01,27.52,968418
9/21/2010,Fameli,27.26,27.65,26.99,27.43,1077729
9/22/2010,Fameli,27.65,28,27.61,27.65,1363451
9/25/2010,Fameli,28.64,28.76,28.52,28.75,5394645
9/26/2010,Fameli,28.18,29.16,28.18,28.62,1790274
9/27/2010,Fameli,28.08,28.75,28.08,28.59,814877
9/28/2010,Fameli,28.52,29.73,28.48,29.05,12421899
9/29/2010,Fameli,30.03,30.21,29.58,30.13,12025393
10/2/2010,Fameli,31.27,31.27,30.28,30.78,5185882
10/3/2010,Fameli,30.55,30.72,29.7,30.25,2033694
10/5/2010,Fameli,30.13,30.37,29.86,30.09,1888781
10/6/2010,Fameli,30.38,31.03,30.37,30.61,3356694
10/9/2010,Fameli,31.17,31.83,31.11,31.48,2689566
10/10/2010,Fameli,31.47,31.47,30.22,30.89,1342527
10/11/2010,Fameli,29.77,31.03,29.77,30.61,1509096
10/12/2010,Fameli,30.71,30.71,29.39,29.44,7174602
10/13/2010,Fameli,28.7,29.89,28.42,29.02,1459035
10/16/2010,Fameli,29.26,30.18,29.26,29.71,1806885
10/17/2010,Fameli,30.18,30.41,29.86,29.96,1134357
10/18/2010,Fameli,30.62,31.16,30.62,31.04,4156349
10/24/2010,Fameli,31.07,31.07,30.45,30.84,2208907
10/25/2010,Fameli,30.38,31.2,30.38,30.89,4905623
10/26/2010,Fameli,31.22,31.41,30.41,30.93,681275
10/27/2010,Fameli,31,31,29.89,30.29,1912375
10/30/2010,Fameli,30.13,30.72,29.76,30.24,731860
10/31/2010,Fameli,30.19,30.19,29.68,30.02,1629136
11/1/2010,Fameli,30.01,30.02,29.74,30,3874083
11/2/2010,Fameli,29.72,29.72,29.34,29.85,672183
11/3/2010,Fameli,29.34,29.81,29.27,29.6,1452470
11/6/2010,Fameli,30.65,30.78,30.33,30.47,6850128
11/7/2010,Fameli,30.33,30.67,29.92,30.41,313368
11/8/2010,Fameli,29.38,29.75,29.34,29.52,2564244
11/9/2010,Fameli,29.75,30.02,29.68,29.6,873613
11/10/2010,Fameli,29.6,30.37,29.6,29.76,688450
11/13/2010,Fameli,30.03,30.03,29.51,29.76,276402
11/14/2010,Fameli,29.65,29.65,29.42,29.72,428076
11/15/2010,Fameli,29.51,29.72,29.34,29.64,671906
11/16/2010,Fameli,29.35,29.48,29.22,29.54,751896
11/20/2010,Fameli,29.21,29.33,28.87,29.19,1317667
11/21/2010,Fameli,28.99,29.27,28.92,29.14,710611
11/22/2010,Fameli,29.16,29.68,29.16,29.16,190754
11/23/2010,Fameli,29.27,29.34,28.82,29.13,370658
11/24/2010,Fameli,29.17,29.17,28.65,29.06,467294
11/27/2010,Fameli,29.3,29.3,28.99,29.06,217932
11/28/2010,Fameli,28.99,28.99,28.65,28.99,451327
11/29/2010,Fameli,28.86,28.86,28.52,28.71,1811968
11/30/2010,Fameli,28.56,28.75,28.25,28.69,378501
12/1/2010,Fameli,28.83,29.13,28.68,28.93,4297554
12/4/2010,Fameli,29.18,29.83,29.18,29.15,742752
12/5/2010,Fameli,29.68,29.68,29.34,29.18,290842
12/6/2010,Fameli,29.28,29.42,29.03,29.18,101442
12/7/2010,Fameli,29.27,29.82,28.99,29.28,1579956
12/8/2010,Fameli,29.86,30.02,29.35,29.43,1008085
12/11/2010,Fameli,29.68,30.2,29.68,30.01,9620304
12/12/2010,Fameli,30.37,30.37,29.76,30,522613
12/13/2010,Fameli,29.86,30.34,29.86,30.07,690913
12/14/2010,Fameli,30.34,30.9,30.34,30.58,1984312
12/18/2010,Fameli,30.58,30.58,29.69,30.2,1446246
12/19/2010,Fameli,30.02,30.13,29.65,30.06,1688234
12/20/2010,Fameli,30.13,30.2,29.34,30.01,1045574
12/21/2010,Fameli,29.87,30.9,29.87,30.3,1218371
12/22/2010,Fameli,30.55,31.51,30.55,31.33,3504339
12/25/2010,Fameli,31.59,31.76,31.07,31.34,3874365
12/26/2010,Fameli,31.38,31.62,31.07,31.23,2235838
12/27/2010,Fameli,31.38,31.76,30.93,31.2,3662282
12/28/2010,Fameli,31.42,31.76,31.42,31.28,603091
12/29/2010,Fameli,31.76,32.53,31.69,32.43,6164163
1/1/2011,Fameli,33.65,33.65,32.45,33,4147818
1/2/2011,Fameli,33,33.62,32.55,33.07,1756656
1/3/2011,Fameli,33.49,34.17,33.49,33.59,1375246
1/4/2011,Fameli,33.52,34.35,33.52,34.16,2723638
1/5/2011,Fameli,34.11,34.52,33.49,33.93,3519820
1/8/2011,Fameli,33.56,33.56,33.14,33.32,2127480
1/9/2011,Fameli,33.32,33.88,32.99,33.59,2118071
1/10/2011,Fameli,33.8,34.18,32.8,33.35,2013810
1/11/2011,Fameli,32.84,33.59,32.83,33.39,1101367
1/12/2011,Fameli,33.83,34.18,33.66,33.98,1982633
1/15/2011,Fameli,34.18,35.33,34.18,34.6,4047323
1/16/2011,Fameli,34.72,34.86,34.52,34.67,4208528
1/17/2011,Fameli,34.66,34.83,34.63,34.67,4796885
1/18/2011,Fameli,34.73,34.8,34.27,34.45,9674486
1/19/2011,Fameli,34.31,35.69,34.29,34.93,1882731
1/22/2011,Fameli,34.81,35.08,34.52,34.87,905192
1/23/2011,Fameli,34.87,35.03,34.35,34.57,2067732
1/24/2011,Fameli,34.45,34.83,34.36,34.57,844857
1/26/2011,Fameli,34.52,34.8,34.21,34.54,1803683
1/29/2011,Fameli,34.87,35.55,34.87,34.83,978452
1/30/2011,Fameli,35.52,35.52,35.06,34.98,947573
1/31/2011,Fameli,35.21,36.38,35.2,35.77,1852739
2/1/2011,Fameli,37.19,37.2,37.09,37.2,3984675
2/5/2011,Fameli,38.68,38.68,38.68,38.65,2259940
2/6/2011,Fameli,40.19,40.19,39.74,40.15,11306336
2/7/2011,Fameli,41.08,41.08,39.36,40.4,2837119
2/8/2011,Fameli,39.54,40.84,39.18,40.17,3697227
2/9/2011,Fameli,40.79,41.77,40.17,41.45,7581725
2/12/2011,Fameli,42.45,42.71,41.73,41.78,1129822
2/13/2011,Fameli,42.33,43.45,41.95,43.02,2599715
2/14/2011,Fameli,43.51,44.74,43.51,44.68,6689301
2/15/2011,Fameli,45.57,46.26,43.93,45.11,3519670
2/20/2011,Fameli,41.69,41.69,40.74,41.34,4182614
2/22/2011,Fameli,41.06,41.39,40.06,40.68,2664186
2/23/2011,Fameli,40.25,40.25,39.54,39.77,2464629
2/26/2011,Fameli,40.35,41.36,40.35,40.98,1837003
2/27/2011,Fameli,42.29,42.61,41.46,41.94,1608367
2/28/2011,Fameli,42.6,42.6,40.75,41.58,1167960
3/1/2011,Fameli,41.39,41.81,40.91,41.42,887787
3/2/2011,Fameli,41.78,43.05,41.78,42.15,1497180
3/5/2011,Fameli,42.64,42.81,41.83,42.26,975651
3/6/2011,Fameli,42.46,42.46,41.98,42.17,1512742
3/7/2011,Fameli,42.12,42.12,41.09,41.47,3185191
3/8/2011,Fameli,41.09,41.26,40.59,41.19,1343104
3/9/2011,Fameli,41.09,41.73,40.74,41.27,1814946
3/12/2011,Fameli,40.57,40.57,39.73,40.49,1523589
3/13/2011,Fameli,40.06,41.39,40.06,40.51,533472
3/14/2011,Fameli,40.91,41.33,40.74,41.01,2262609
3/15/2011,Fameli,41.12,41.12,40.57,41.04,1988039
3/16/2011,Fameli,41.02,41.4,40.06,41.15,3149457
3/19/2011,Fameli,41.44,42.79,41.44,42.74,3997390
3/26/2011,Fameli,44.45,44.45,44.45,43.7,1297423
3/27/2011,Fameli,45.45,45.45,44.55,45.4,3328982
3/28/2011,Fameli,45.16,45.23,44.48,45.14,1506131
3/29/2011,Fameli,45.14,45.14,44.72,44.85,3066003
3/30/2011,Fameli,44.73,44.73,44.17,44.41,1759339
4/3/2011,Fameli,44.2,44.2,43.51,44.03,1266408
4/4/2011,Fameli,43.51,44.9,43.51,44.21,4822501
4/5/2011,Fameli,44.76,45.98,44.76,45.96,14772826
4/6/2011,Fameli,47.79,47.79,47.79,47.79,8763065
4/9/2011,Fameli,49.71,49.71,48.19,49.65,28275297
4/10/2011,Fameli,49.66,49.66,47.67,48.62,2017879
4/11/2011,Fameli,48.34,50.24,48.33,49.06,3772789
4/12/2011,Fameli,49.2,51.02,49.03,50.22,5051064
4/13/2011,Fameli,50.07,51.1,49.8,50.28,5644985
4/16/2011,Fameli,50.72,50.72,49.42,50.01,1488282
4/17/2011,Fameli,49.51,49.51,48.51,48.69,2607885
4/18/2011,Fameli,48.69,49.72,48.69,48.94,1084723
4/19/2011,Fameli,49.03,49.72,46.99,48.06,2758440
4/20/2011,Fameli,48.34,49.89,48.34,49.02,4608417
4/23/2011,Fameli,50.55,50.55,50,49.71,1240058
4/24/2011,Fameli,50.1,50.65,49.57,49.93,1612924
4/25/2011,Fameli,50.06,50.06,48.45,49.16,1817909
